CODE,ACCOUNT_N,BILL,DATE,VC_NUMBER,DEBIT,NAME_CODE,NAME,ADD_1,ADD_2,CITY,ST_NUMBER,ST_DATE,CASH_DET,CRED_CODE,GR_NO,GR_DATE,WORDS,TAX_TYPE,MAIN_KEY,SUM_AMT,SUM_QTY,TRANSPORT,TAX_PER,TAX,CST_PER,CS_TAX,K1,TAX_RET,FORM_NO,SURCHARGE,REC_YN,REC_BY,REC_DATE,REC_BILL,REC_BIL_YN,ITEM_RET,TRADE,HOLD_NAME,HOLD_CODE,TIMING,AREA,DELIVERY,COUR_CHG,DEL_2,STATE,STATE_CODE,EWAY_BILL,SGST_PER,SGS_TAX,CGST_PER,CGS_TAX,IGST_PER,IGS_TAX,NARR,ROUND_OFF,PHONE,DEL_DATE,DEL_CODE,DEL_NAME,DEL_ADD1,DEL_ADD2,DEL_CITY,DEL_STATE,DEL_SC,DEL_GSTIN,DEL_BY
7279,SHAMA FASHION (DALVEY),W-10010,3/1/2025,2011,7452.9,0,NULL,"S.N.5,KULDEEP NAGAR LUDHIANA",NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, SEVEN THOUSAND FOUR HUNDRED FIFTY THREE,S,2.02503E+11,7098,16,NULL,5,354.9,NULL,0,7279,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:50:56,VS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7279,SHAMA FASHION (DALVEY),"S.N.5,KULDEEP NAGAR LUDHIANA",NULL,NULL,Ludhiana,NULL,NULL,ANUJ PAJI
4831,KING'S WAY,W-10001,3/1/2025,2006,33000,0,NULL,"2,OLD MADHOPURI B-VI-136/137",LUDHIANA,9888034253,NULL,NULL,TRUE,6000,NULL,NULL, THIRTY THREE THOUSAND,S,2.02503E+11,33000,300,NULL,0,0,NULL,0,4831,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14:51:15,AK,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4831,KING'S WAY,"2,OLD MADHOPURI B-VI-136/137",LUDHIANA,9888034253,Ludhiana,NULL,NULL,RAVINDER E-AUTO
1768,REPLAY,W-10014,3/1/2025,2015,1050,0,NULL,"BADI HAIBOWAL,HAMBRA ROAD.",NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, ONE THOUSAND FIFTY,S,2.02503E+11,1000,10,NULL,5,50,NULL,0,1768,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11:46:52,VS,NULL,0,PARTY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1768,REPLAY,"BADI HAIBOWAL,HAMBRA ROAD.",NULL,NULL,Ludhiana,NULL,NULL,KULDEEP
1760,POLKA KNITTERS,W-10015,3/1/2025,2016,498.75,0,NULL,HAMBRAN ROAD LUDHIANA 141001,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, FOUR HUNDRED NINETY NINE,S,2.02503E+11,475,5,NULL,5,23.75,NULL,0,1760,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11:49:20,VS,NULL,0,PARTY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1760,POLKA KNITTERS,HAMBRAN ROAD LUDHIANA 141001,NULL,NULL,Ludhiana,NULL,NULL,KULDEEP
1898,WOOL WORTH,W-10021,3/1/2025,2022,0,0,NULL,NOOR WALA ROAD LUDHIANA,9876910082 MANU PAJI,9876913009,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02503E+11,0,7.4,NULL,0,0,NULL,0,1898,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:46:07,DK,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1898,WOOL WORTH,NOOR WALA ROAD LUDHIANA,9876910082 MANU PAJI,9876913009,Ludhiana,NULL,NULL,NULL
9050,SOLFREEDOM POWER (CASH),W-10017,3/1/2025,2018,67200,0,NULL,"602,6TH FLOOR,A-WING PRATHAMESH","TOWER,LOWER PAREL MUMBAI",NULL,NULL,NULL,TRUE,6000,NULL,NULL, SIXTY SEVEN THOUSAND TWO HUNDRED,S,2.02503E+11,64000,800,NULL,5,3200,NULL,0,9050,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9050,11:16:00,VS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9050,SOLFREEDOM POWER (CASH),"602,6TH FLOOR,A-WING PRATHAMESH","TOWER,LOWER PAREL MUMBAI",NULL,Maharashtra,NULL,NULL,NULL
9050,SOLFREEDOM POWER (CASH),W-10024,3/1/2025,2025,9975,0,NULL,"602,6TH FLOOR,A-WING PRATHAMESH","TOWER,LOWER PAREL MUMBAI",NULL,NULL,NULL,TRUE,6000,NULL,NULL, NINE THOUSAND NINE HUNDRED SEVENTY FIVE,S,2.02503E+11,8000,100,NULL,5,475,NULL,0,9050,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:20:51,VS,NULL,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9050,SOLFREEDOM POWER (CASH),"602,6TH FLOOR,A-WING PRATHAMESH","TOWER,LOWER PAREL MUMBAI",NULL,Maharashtra,NULL,NULL,COURIER
7348,M.N.FASHION,W-10023,3/1/2025,2024,362.25,0,NULL,NULL,NULL,86992-46444,NULL,NULL,TRUE,6000,NULL,NULL, THREE HUNDRED SIXTY TWO,S,2.02503E+11,345,3,NULL,5,17.25,NULL,0,7348,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:03:04,VS,NULL,0,AMIT VERMA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7348,M.N.FASHION,NULL,NULL,86992-46444,Ludhiana,NULL,NULL,CHANDAN
7348,M.N.FASHION,W-10025,3/1/2025,2026,4620,0,NULL,NULL,NULL,86992-46444,NULL,NULL,TRUE,6000,NULL,NULL, FOUR THOUSAND SIX HUNDRED TWENTY,S,2.02503E+11,4400,44,NULL,5,220,NULL,0,7348,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:32:15,VS,NULL,0,PREM SIR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7348,M.N.FASHION,NULL,NULL,86992-46444,Ludhiana,NULL,NULL,CHANDAN
4718,TRIDEV FASHION,W-10020,3/1/2025,2021,5,0,NULL,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,NULL,NULL,TRUE,6000,NULL,NULL, FIVE,S,2.02503E+11,5,5,NULL,0,0,NULL,0,4718,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:27:05,VS,NULL,0,FOC BY VINAY SIR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4718,TRIDEV FASHION,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,Ludhiana,NULL,NULL,CHANDAN
1636,OMESH KNITWEARS,W-10018,3/1/2025,2019,1181.25,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, ONE THOUSAND ONE HUNDRED EIGHTY ONE,S,2.02503E+11,1125,4.5,NULL,5,56.25,NULL,0,1636,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:48:39,SS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1636,OMESH KNITWEARS,NULL,NULL,NULL,Ludhiana,NULL,NULL,CHANDAN
7435,SWASTIK APPAREL,W-10013,3/1/2025,2014,1260,0,NULL,SUMIT JI BADI HABOBAL,NULL,9815620165,NULL,NULL,TRUE,6000,NULL,NULL, ONE THOUSAND TWO HUNDRED SIXTY,S,2.02503E+11,1200,8.5,NULL,5,60,NULL,0,7435,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,19:37:04,VS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7435,SWASTIK APPAREL,SUMIT JI BADI HABOBAL,NULL,9815620165,Ludhiana,NULL,NULL,CHANDAN
7911,ZAAYAN ENTERPRISES (CS),W-10022,3/1/2025,2023,2100,0,NULL,"1ST FLOOR,BLOCK 1,SHRI SHANKESHWAR",HUSSIANPURA LDH 141007,NULL,NULL,NULL,TRUE,6000,NULL,NULL, TWO THOUSAND ONE HUNDRED,S,2.02503E+11,2000,10,NULL,5,100,NULL,0,7911,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,14:41:03,AK,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7911,ZAAYAN ENTERPRISES (CS),"1ST FLOOR,BLOCK 1,SHRI SHANKESHWAR",HUSSIANPURA LDH 141007,NULL,Ludhiana,NULL,NULL,CHANDAN
1678,FOREVER FASHIONS,W-10026,3/11/2025,2030,440.63,0,NULL,"#2-3,KAPIL PARK,HAMBRAN ROAD,NEAR",KALI MATA MANDIR,NULL,NULL,NULL,TRUE,6000,NULL,NULL, FOUR HUNDRED FORTY ONE,S,2.02503E+11,419.65,1.09,NULL,5,20.98,NULL,0,1678,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:09:11,VS,NULL,0,PARTY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1678,FOREVER FASHIONS,"#2-3,KAPIL PARK,HAMBRAN ROAD,NEAR",KALI MATA MANDIR,NULL,Ludhiana,NULL,NULL,KULDEEP
7750,GAUTAM KNITWEARS,W-10029,3/1/2025,2031,220,0,NULL,"4026/1,ST.N.4 DURGA PURI HAIBOWAL",KALAN LDH 141001 MOB.8196834668,9814109186,NULL,NULL,TRUE,6000,NULL,NULL, TWO HUNDRED TWENTY,S,2.02503E+11,220,2,NULL,0,0,NULL,0,7750,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:57:48,SS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7750,GAUTAM KNITWEARS,"4026/1,ST.N.4 DURGA PURI HAIBOWAL",KALAN LDH 141001 MOB.8196834668,9814109186,Ludhiana,NULL,NULL,NULL
7769,SIDHI VINAYAK GARMENT,W-10030,3/1/2025,2032,190,0,NULL,"ST.N.3,NEW BASANT VIHAR COLONY,NOOR",WALA ROAD LDH,9316635040,NULL,NULL,TRUE,6000,NULL,NULL, ONE HUNDRED NINETY,S,2.02503E+11,190,1,NULL,0,0,NULL,0,7769,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18:20:24,AM,NULL,0,PARTY CASH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7769,SIDHI VINAYAK GARMENT,"ST.N.3,NEW BASANT VIHAR COLONY,NOOR",WALA ROAD LDH,9316635040,Ludhiana,NULL,NULL,KULDEEP
4712,MONTE CARLO,W-10031,3/1/2025,2033,3263,0,NULL,427-IND.AREA-A LUDHIANA,GITANGALI 9888487228,9888487228,NULL,NULL,TRUE,6000,NULL,NULL, THREE THOUSAND TWO HUNDRED SIXTY THREE,S,2.02503E+11,3263,12,NULL,0,0,NULL,0,4712,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,19:16:42,SS,NULL,0,VANDHANA MAM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4712,MONTE CARLO,427-IND.AREA-A LUDHIANA,GITANGALI 9888487228,9888487228,Ludhiana,NULL,NULL,KULDEEP
7624,MINAKSHI CREATION,W-10034,3/3/2025,2026,840,0,NULL,GURU VIHAR S.NO 8 PLOT C-63,92162 05555,9915611111,NULL,NULL,TRUE,6000,NULL,NULL, EIGHT HUNDRED FORTY,S,2.02503E+11,840,12,NULL,0,0,NULL,0,7624,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11:50:47,SS,NULL,0,PARTY CASH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7624,MINAKSHI CREATION,GURU VIHAR S.NO 8 PLOT C-63,92162 05555,9915611111,Ludhiana,NULL,NULL,KULDEEP
7898,VENUS ENTERPRISES,W-10003,3/1/2025,2004,176749,0,NULL,NEW MADHOPURI LUDHIANA,NULL,8927399999,NULL,NULL,TRUE,6000,NULL,NULL, ONE LAKH SEVENTY SIX THOUSAND SEVEN HUNDRED FORTY NINE,S,2.02503E+11,176749,955.4,NULL,0,0,NULL,0,7898,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:24:15,SS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7898,VENUS ENTERPRISES,NEW MADHOPURI LUDHIANA,NULL,8927399999,Ludhiana,NULL,NULL,ARUN AUTO
1823,GARG FASHION,W-10033,3/3/2025,2025,125,0,NULL,SUNDAR NAGAR LUDHIANA,NULL,9914421569,NULL,NULL,TRUE,6000,NULL,NULL, ONE HUNDRED TWENTY FIVE,S,2.02503E+11,125,0.5,NULL,0,0,NULL,0,1823,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11:50:02,SS,NULL,0,PARTY CASH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1823,GARG FASHION,SUNDAR NAGAR LUDHIANA,NULL,9914421569,Ludhiana,NULL,NULL,KULDEEP
4761,MAHARAJA ENT.,W-10005,3/1/2025,2002,3790,0,NULL,DEEP NAGAR. LUDHIANA,NULL,8847529439,NULL,NULL,TRUE,6000,NULL,NULL, THREE THOUSAND SEVEN HUNDRED NINETY,S,2.02503E+11,3790,44,NULL,0,0,NULL,0,4761,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,13:16:30,SS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7140,PADMAWATI TEXTILES (BITTU JI),MAHARAJA ENT.1ST FLOOR 997/21 NEAR,OLD PULI MADHOPURI LDH 141008,9888984007,Ludhiana,NULL,NULL,CHANDAN
4761,MAHARAJA ENT.,W-10006,3/1/2025,2007,7670,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, SEVEN THOUSAND SIX HUNDRED SEVENTY,S,2.02503E+11,7670,40,NULL,0,0,NULL,0,4761,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:08:15,SS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7140,PADMAWATI TEXTILES (BITTU JI),MAHARAJA ENT.1ST FLOOR 997/21 NEAR,OLD PULI MADHOPURI LDH 141008,9888984007,Ludhiana,NULL,NULL,CHANDAN
4761,MAHARAJA ENT.,W-10007,3/1/2025,2008,7195.5,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, SEVEN THOUSAND ONE HUNDRED NINETY SIX,S,2.02503E+11,7195.5,16,NULL,0,0,NULL,0,4761,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:20:14,SS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7140,PADMAWATI TEXTILES (BITTU JI),MAHARAJA ENT.1ST FLOOR 997/21 NEAR,OLD PULI MADHOPURI LDH 141008,9888984007,Ludhiana,NULL,NULL,CHANDAN
4718,TRIDEV FASHION,W-10027,3/1/2025,2028,420,0,NULL,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,NULL,NULL,TRUE,6000,NULL,NULL, FOUR HUNDRED TWENTY,S,2.02503E+11,400,2,NULL,5,20,NULL,0,4718,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:10:35,VS,NULL,0,PARTY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4718,TRIDEV FASHION,PLOT.NO.50 DB-1-1446/10/1C/1 S.N.1,KAPIL PARK LUDHIANA,NULL,Ludhiana,NULL,NULL,KULDEEP
9148,AURA ENTERPRISES,W-10043,3/3/2025,2042,0,0,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02503E+11,0,86.8,NULL,0,0,NULL,0,9148,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:45:44,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9148,AURA ENTERPRISES,NULL,NULL,NULL,Kapurthala,NULL,NULL,NULL
9135,RAJGURU ENTERPRISES,W-10044,3/3/2025,2043,0,0,NULL,MILAN GARMENT HUB.SUBWAY ROAD SANTA,CRUZ WEST MUMBAI 400054,NULL,NULL,NULL,TRUE,6000,NULL,NULL,NULL,S,2.02503E+11,0,522,NULL,0,0,NULL,0,9135,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,17:46:58,JK,NULL,0,ACC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9135,RAJGURU ENTERPRISES,MILAN GARMENT HUB.SUBWAY ROAD SANTA,CRUZ WEST MUMBAI 400054,NULL,Maharashtra,NULL,NULL,NULL
1760,POLKA KNITTERS,W-10036,3/3/2025,2034,498.75,0,NULL,HAMBRAN ROAD LUDHIANA 141001,NULL,NULL,NULL,NULL,TRUE,6000,NULL,NULL, FOUR HUNDRED NINETY NINE,S,2.02503E+11,475,5,NULL,5,23.75,NULL,0,1760,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12:30:08,VS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1760,POLKA KNITTERS,HAMBRAN ROAD LUDHIANA 141001,NULL,NULL,Ludhiana,NULL,NULL,ANUJ PAJI
7750,GAUTAM KNITWEARS,W-10040,3/3/2025,2039,1386,0,NULL,"4026/1,ST.N.4 DURGA PURI HAIBOWAL",KALAN LDH 141001 MOB.8196834668,9814109186,NULL,NULL,TRUE,6000,NULL,NULL, ONE THOUSAND THREE HUNDRED EIGHTY SIX,S,2.02503E+11,1320,12,NULL,5,66,NULL,0,7750,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15:01:41,SS,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7750,GAUTAM KNITWEARS,"4026/1,ST.N.4 DURGA PURI HAIBOWAL",KALAN LDH 141001 MOB.8196834668,9814109186,Ludhiana,NULL,NULL,ANUJ PAJI
